category,english,kanji,kana
Education and school,the locker,ロッカー,ろっかー
Education and school,the easel,イーゼル,いーぜる
Education and school,the compass,コンパス,こんぱす
Education and school,the pencil,鉛筆,えんぴつ
Education and school,the dictionary,辞書,じしょ
Education and school,the director,部長さん,ぶちょうさん
Education and school,the felt,フェルト,ふぇると
Education and school,the book,本,ほん
Education and school,the textbook,教科書,きょうかしょ
Education and school,the drawing paper,画用紙,がようし
Education and school,the boarder,国境,こっきょう
Education and school,the brush,ブラシ,ぶらし
Education and school,the closet,押し入れ,おしいれ
Education and school,the English teacher,英語の先生,えいごのせんせい
Education and school,the math teacher,数学の先生,すうがくのせんせい
Education and school,the rapporteur,報告者,ほうこくしゃ
Education and school,the school bag,ランドセル,らんどせる
Education and school,the pen,ペン,ぺん
Education and school,the ballpoint pen,ボールペン,ぼーるぺん
Education and school,the fountain pen,万年筆,まんねんひつ
Education and school,the marker pen,マーカーペン,まーかーぺん
Education and school,the highlighter,蛍光ペン,けいこうぺん
Education and school,the white board,ホワイトボード,ほわいとぼーど
Education and school,the carpet,カーペット,かーぺっと
Education and school,the trampoline,トランポリン,とらんぽりん
Education and school,the paint tube,ペイントチューブ,ぺいんとちゅーぶ
Education and school,TEACHING,教える,おしえる
Education and school,the licence,ライセンス,らいせんす
Education and school,the sabbatical year,サバティカル年,さばてぃかるねん
Education and school,the school year,学年,がくねん
Education and school,the workshop,ワークショップ,わーくしょっぷ
Education and school,the schedule,スケジュール,すけじゅーる
Education and school,the registration,登録,とうろく
Education and school,the oral test,口頭試験,こうとうしけん
Education and school,the error,エラー,えらー
Education and school,the review,レビュー,れびゅー
Education and school,the white exam,白試験,しろしけん
Education and school,the examiner,審査官,しんさかん
Education and school,the exercise,エクササイズ,えくささいず
Education and school,the presentation,プレゼンテーション,ぷれぜんてーしょん
Education and school,lunch time,ランチタイム,らんちたいむ
Education and school,graduation,卒業,そつぎょう
Education and school,the bell,ベル,べる
Education and school,the conference,会議,かいぎ
Education and school,the discipline,規律,きりつ
Education and school,the essay,作文,さくぶん
Education and school,the lesson,レッスン,れっすん
Education and school,the wrong grade,間違った成績,まちがったせいせき
Education and school,the average,平均,へいきん
Education and school,the note,ノート,のーと
Education and school,the issue,問題,もんだい
Education and school,the recreation,レクリエーション,れくりえーしょん
Education and school,the award ceremony,授賞式,じゅしょうしき
Education and school,the answer,答え,こたえ
Education and school,the conference room,会議室,かいぎしつ
Education and school,the living room,リビング,りびんぐ
Education and school,the education,教育,きょういく
Education and school,the thesis,論文,ろんぶん
Education and school,the translation,翻訳,ほんやく
Education and school,the exchange visit,交流訪問,こうりゅうほうもん
Education and school,the baccalaureate,学士号,がくしごう
Education and school,the report card,レポートカード,れぽーとかーど
Education and school,the square,広場,ひろば
Education and school,the certificate,証明書,しょうめいしょ
Education and school,the course,コース,こーす
Education and school,the english course,英語コース,えいごこーす
Education and school,the math class,数学のクラス,すうがくのくらす
Education and school,the private course,プライベートコース,ぷらいべーとこーす
Education and school,the department,デパート,でぱーと
Education and school,the diploma,卒業証書,そつぎょうしょうしょ
Education and school,the doctorate,博士号,はくしごう
Education and school,the dormitory,寮,りょう
Education and school,the school record,学校の記録,がっこうのきろく
Education and school,the master,マスター,ますたー
Education and school,the price,しょう,しょう
Education and school,the problem,問題,もんだい
Education and school,the professor,教授,きょうじゅ
Education and school,the project,プロジェクト,ぷろじぇくと
Education and school,the subject,件名,けんめい
Education and school,free time,自由時間,じゆうじかん
Education and school,the term,用語,ようご
Education and school,the written test,筆記試験,ひっきしけん
Education and school,the school trip,修学旅行,しゅうがくりょこう
Education and school,the duties,職務,しょくむ
Education and school,tuition fees,授業料,じゅぎょうりょう
Education and school,the holidays,休日,きゅうじつ
Education and school,the summer holidays,夏休み,なつやすみ
Education and school,strict,厳格,げんかく
Education and school,BEHAVIOUR,動作,どうさ
Education and school,absent,欠席,けっせき
Education and school,brilliant,鮮やかさ,せんやかさ
Education and school,gifted,才能のある,さいのうのある
Education and school,inattentive,不注意な,ふちゅういな
Education and school,undisciplined,規律のない,きりつのない
Education and school,present,プレゼント,ぷれぜんと
Education and school,studious,勉強,べんきょう
Education and school,a bully,いじめっ子,いじめっこ
Education and school,SCHOOL SUBJECTS,学校の科目,がっこうのかもく
Education and school,algebra,代数,だいすう
Education and school,business studies,実務研修,じつむけんしゅう
Education and school,computer studies,コンピュータ研究,こんぴゅーたけんきゅう
Education and school,arithmetic,算術,さんじゅつ
Education and school,art,アート,あーと
Education and school,writing,書き込み,かきこみ
Education and school,religious education,宗教教育,しゅうきょうきょういく
Education and school,history,歴史,れきし
Education and school,spelling,つづり,つづり
Education and school,biology,生物学,せいぶつがく
Education and school,chemistry,化学,かがく
Education and school,conjugation,活用,かつよう
Education and school,geography,地理,ちり
Education and school,geometry,ジオメトリ,じおめとり
Education and school,grammar,文法,ぶんぽう
Education and school,literature,文献,ぶんけん
Education and school,medecine,医学的,いがくてき
Education and school,music,音楽,おんがく
Education and school,physics,物理,ぶつり
Education and school,science,理科,りか
Education and school,sociology,社会学,しゃかいがく
Education and school,trigonometry,三角法,さんかくほう
Education and school,calculus,微積分,びせきぶん
Education and school,greek,ギリシャ人,ぎりしゃにん
Education and school,latin,ラテン語,らてんご
Education and school,vocabulary,単語,たんご
Education and school,languages,言語,げんご
Education and school,foreign languages,外国語,がいこくご
Education and school,economics,経済,けいざい
Education and school,a subject,テーマ,てーま
Education and school,compulsory,強制,きょうせい
Education and school,optional,オプション,おぷしょん
Education and school,MATHS,すうがく,すうがく
Education and school,an equation,方程式,ほうていしき
Education and school,a multiplication,掛け算,かけざん
Education and school,a substraction,減算,げんさん
Education and school,the addition,追加,ついか
Education and school,a division,分割,ぶんかつ
Education and school,the circumference,円周,えんしゅう
Education and school,the sum,合計,ごうけい
Education and school,the surface,表面,ひょうめん
Education and school,the diameter,直径,ちょっけい
Education and school,the radius,半径,はんけい
Education and school,the result,結果,けっか
Education and school,the volume,ボリューム,ぼりゅーむ
Education and school,to go to school,学校に行く,がっこうにいく
Education and school,to learn,学ぶために,まなぶために
Education and school,to learn by heart,暗記する,あんきする
Education and school,to circle,サークルに,さーくるに
Education and school,to study,勉強する,べんきょうする
Education and school,to suspend,中断する,ちゅうだんする
Education and school,to bully,いじめる,いじめる
Education and school,to graduate,卒業する,そつぎょうする
Education and school,to punish,処罰する,しょばつする
Education and school,to fail an exam,試験に落ちる,しけんにおちる
Education and school,to recite a poem,詩を暗唱する,しをあんしょうする
Education and school,to expel,追放する,ついほうする
Education and school,to reprimand,懲戒する,ちょうかいする
Education and school,to revise,改訂する,かいていする
Education and school,to know,知る,しる
Education and school,to get detention,拘留する,こうりゅうする
Education and school,to cheat,カンニングする,かんにんぐする
Family and friends,father,お父さん,おとうさん
Family and friends,mother,お母さん,おかあさん
Family and friends,grandfather,おじいさん,おじいさん
